Post_ID,Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level,engagement_rate,viral
Post_4948,Instagram,#Education,Live Stream,Brazil,2445127,73828,86087,4540,Medium,6.7258,0
Post_4949,Instagram,#Comedy,Live Stream,Brazil,1192841,499559,62015,43532,Medium,50.7281,1
Post_4951,Instagram,#Education,Live Stream,Japan,3321787,219299,46726,35890,Low,9.0889,0
Post_4952,Instagram,#Challenge,Tweet,Germany,4826210,358524,48491,825,Medium,8.4505,0
Post_4956,Instagram,#Music,Tweet,India,3587965,292099,62484,3435,High,9.9783,0
Post_4958,Instagram,#Fitness,Live Stream,Australia,38930,295330,60125,42066,High,1021.1174,1
Post_4961,Instagram,#Tech,Tweet,Germany,2964544,487730,97256,45944,Medium,21.2825,0
Post_4962,Instagram,#Comedy,Live Stream,Canada,967265,58292,57181,4253,Low,12.3778,0
Post_4963,Instagram,#Dance,Post,UK,3394623,412913,94817,13878,Low,15.3657,0
Post_4968,Instagram,#Education,Live Stream,UK,3118970,150127,9207,2892,Low,5.2013,0
Post_4974,Instagram,#Fashion,Tweet,Australia,1409550,96300,41309,23481,Low,11.4285,0
Post_4978,Instagram,#Comedy,Reel,Australia,2481166,77818,79907,49785,Medium,8.3634,0
Post_4980,Instagram,#Education,Reel,Canada,4568680,105032,26554,3674,Medium,2.9606,0
Post_4982,Instagram,#Comedy,Reel,UK,585134,202252,21758,37425,High,44.6795,1
Post_4984,Instagram,#Education,Video,Germany,3012183,86188,26059,39519,Medium,5.0384,0
Post_4988,Instagram,#Fashion,Video,Australia,1143337,491688,11608,8331,High,44.7486,1
Post_4990,Instagram,#Fitness,Shorts,Australia,535624,202764,39983,22546,Medium,49.5297,1
Post_4992,Instagram,#Fashion,Shorts,Brazil,10157,322897,93292,23766,High,4331.5447,1
Post_4995,Instagram,#Comedy,Shorts,Brazil,940934,436187,12363,11054,Low,48.8455,1
Post_4997,Instagram,#Education,Video,UK,4841525,166266,54841,4832,Medium,4.6667,0
Post_4999,Instagram,#Gaming,Shorts,Canada,2221665,46996,12954,42832,Low,4.6264,0
Post_5000,Instagram,#Fashion,Reel,Japan,2224007,72744,29945,46381,Low,6.7028,0
